rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
8,2024-10-05T00:00:00Z,199232,,LS,10,502374,5962501,Beaverley Creek,Highway  16,,MOti,Closed Bottom Structure,Oval Culvert,5.6,25,No,,No,No,,1.5,1.05,0.35,No,2,9.6,0.5,No,No,Deep Fill,Medium,1.71,3,10,10,5,6,34,Barrier,,,"Two pipes, each 2.8m in diameter, were present. The pipe on the north side was not flowing. The gradient directly downstream of the culvert was 3–4% due to boulders placed to create backwatering, which was somewhat functioning, though the culverts were not fully backwatered, but water levels were elevated. The rest of the stream had a gradient of 0.5%. The stream provided good habitat but was fairly channelized due to residential development on both sides. Signs of high flows were evident, with eroding banks. Few pools and limited functional large woody debris were present. MoTi chris_hwy_structure_road_id: 4167",pscis_phase2.xlsm,199232,MoTi chris_hwy_structure_road_id: 4167,,LS,199232
9,2024-10-07T00:00:00Z,199260,,LS,10,587916,5972449,Tributary To Sugarbowl Creek,Highway  16,,MOTI,Closed Bottom Structure,Round Culvert,1.2,50,No,,No,No,,9,1.4,0.9,Yes,6,7,5,No,No,Deep Fill,High,5.83,6,10,10,10,6,42,Barrier,,,"The culvert had a significant 1.4m outlet drop, and inlet drop due to a small debris jam. The stream flowed through mature old-growth forest and provided high-quality habitat with steep gradients, step pools, and cascade pools, suggesting the potential presence of bull trout. The highway crossing had a large amount of road fill, making construction difficult and expensive. The site would be a good candidate for replacement if feasible. The riparian area at the outlet had been cleared due to overhead powerlines. MoTi chris_culvert_id: 1992815",pscis_phase2.xlsm,199260,MoTi chris_culvert_id: 1992815,,LS,199260
10,2024-10-07T00:00:00Z,199255,,LS,10,578664,5972996,Tributary To Kenneth Creek,Bowron FSR,32,MoF,Closed Bottom Structure,Round Culvert,1.1,13,No,,No,No,,1.5,0,0.25,No,1.5,10.5,0.5,Yes,No,Deep Fill,Medium,9.55,0,10,0,5,6,21,Barrier,,,"The inlet of the culvert was completely submerged, with a large beaver pond area just upstream. The outlet was plugged with beaver sticks, and it appeared the beaver had dammed the culvert entirely, creating a large pool at the inlet. Despite this, the culvert still had flow. A beaver dam approximately 0.7m in height was located about 40m downstream. A new culvert had been installed 60m north on the FSR, with flow from that crossing entering the outlet pool from the north. Downstream of the culvert, the stream flowed through the forest with minimal defined channel. Where a defined channel was present, it ranged from 1–3m wide, but most of the area consisted of 15–17m of wetted forest with some flow. Culvert slope was estimated due to the submerged inlet. Habitat confirmations were conducted upstream and downstream.",pscis_phase2.xlsm,199255,,,LS,199255
11,2024-10-08T00:00:00Z,199267,,LS,10,606378,5965782,Driscoll Creek,Highway 16,,MoTi,Closed Bottom Structure,Round Culvert,2.3,56,No,,No,No,,1,0.65,1.25,No,2.5,10.6,0.6,Yes,No,Deep Fill,Medium,4.61,6,10,10,5,6,37,Barrier,,,"The culvert had a deep outlet pool and a very large outlet drop. The stream was banked with a well-developed, healthy, riparian zone consisting of old-growth forest. A beaver dam was located just upstream of the culvert inlet. No photos are available because the surveyors phone fell into the stream.  MoTi chris_culvert_id: 1992674",pscis_phase2.xlsm,199267,MoTi chris_culvert_id: 1992674,,LS,199267
12,2024-10-08T00:00:00Z,199237,,LS,10,650786,5934862,Snowshoe Creek,Highway 16,,MoTi,Closed Bottom Structure,Round Culvert,2.5,45,No,,No,No,,,0.65,1.9,No,2,14,0.6,No,No,Deep Fill,High,5.6,6,10,10,5,6,37,Barrier,,,The culvert had a deep outlet pool and a very large outlet drop. The stream contained functional large woody debris creating complex cover and pools.No photos are available because the surveyors phone fell into the stream.  MoTi chris_hwy_structure_road_id: 3751,pscis_phase2.xlsm,199237,MoTi chris_hwy_structure_road_id: 3751,,LS,199237
13,2024-10-09T00:00:00Z,199282,,LS,11,305946,5896010,Holliday Creek,Highway  16,,MOTI,Closed Bottom Structure,Round Culvert,4,52,No,,No,No,,2,0.8,0.5,No,2,16,3,No,Yes,Deep Fill,High,4,6,10,10,5,6,37,Barrier,,,"A significant outlet drop was present. Flow was high at the time of assessment, and at lower flows, the outlet drop would be even more substantial. Although the culvert was large, it was still likely undersized for the stream. The stream was a large glaciated system with a cobble-boulder substrate and an intact mixed riparian zone, primarily deciduous. Occasional large woody debris features created deep pool habitats and pockets of gravels were present suitable for spawning salmonids.  A fish (~60mm) was observed during habitat confirmation. MoTi chris_hwy_structure_road_id: 29925",pscis_phase2.xlsm,199282,MoTi chris_hwy_structure_road_id: 29925,,LS,199282
14,2024-10-09T00:00:00Z,199278,,LS,11,344031,5862744,Teepee Creek,Highway  5,,MOTI,Closed Bottom Structure,Round Culvert,1.4,22,No,,No,No,,0.7,0.4,1,No,2,7,2.5,No,No,Deep Fill,High,5,3,10,10,5,6,34,Barrier,,,"A moderate outlet drop was present and would be substantial at lower flows. Flow was steady at the time of assessment. The culvert was in good condition. A large, deep outlet pool indicated the culvert was likely undersized for the stream. Additionally, minimal road fill made this crossing a significant flood hazard, which could wash out Highway 5. Downstream, the stream had frequent pools 0.3–0.5m deep, providing good overwintering habitat for fish, and abundant gravels suitable for spawning. Roughly 150m downstream of the culvert, several cattle pens crossed the stream and appeared to be set up to provide cattle access for drinking. These areas were visibly trampled, with significant loss of riparian vegetation. Upstream, the stream was relatively confined, with only rare pockets of unembedded gravels. Deep pools were present, formed by boulder and large woody debris scour. A salmon point was noted near the pipeline location in FISS. Numerous small steps, ranging from 30–60cm, were present due to the steep, boulder-dominated nature of the stream. Electrofishing would be beneficial for further assessment. The site was a highway crossing, making replacement difficult. A small ford was located approximately 5m downstream of the culvert outlet. MoTi chris_culvert_id: 1467202",pscis_phase2.xlsm,199278,MoTi chris_culvert_id: 1467202,,LS,199278
15,2024-10-03T00:00:00Z,199171,,LS,10,388944,5997001,Burnt Cabin Creek,Gala Bay Road,,MOTI,Closed Bottom Structure,Round Culvert,1.05,12,No,,No,No,,0.5,0.9,0.35,No,7,3.1,3,No,No,Deep Fill,Medium,2.95,0,10,10,10,6,36,Barrier,,,"The local name of the stream is Burnt Cabin Creek. It had a large outlet drop and a heavily eroded outlet pool, indicating the culvert was undersized. The stream provided complex habitat for fish with abundant cover. The low-traffic dirt road had minimal road fill, making construction relatively straightforward. 
 MoTi chris_culvert_id: 1790951",pscis_phase2.xlsm,199171,MoTi chris_culvert_id: 1790951,,LS,199171
16,2024-10-04T00:00:00Z,199204,,LS,10,403906,5998777,Nine Mile Creek,Settlement Road,,MOTI,Closed Bottom Structure,Round Culvert,3.2,12,No,,No,No,,0.5,0.5,1.4,No,2,5.5,0.5,Yes,Yes,Deep Fill,Medium,1.72,0,10,10,5,6,31,Barrier,,,"The inlets of both culverts were dammed by a beaver, backing up water to most of the culverts' height. Two pipes, each 1.6m in diameter, were present. A large outlet pool indicated the pipes were likely undersized for the stream. Another beaver dam was being constructed at the outlet of the pool. The dirt road had minimal road fill, making construction relatively straightforward. The road appeared to be used for pipeline access. Outlet pool depth was estimated as it was too deep to wade. Fish approximately 40mm in length were observed downstream during habitat confirmation. MoTi chris_culvert_id: 1793923",pscis_phase2.xlsm,199204,MoTi chris_culvert_id: 1793923,,LS,199204
17,2024-10-04T00:00:00Z,199190,,LS,10,425557,5996165,Clear Creek,Highway  27,,MOTI,Closed Bottom Structure,Round Culvert,1.85,28,No,,No,No,,3,1,0.2,No,3,5.22,1.25,No,No,Deep Fill,Medium,2.82,3,10,10,10,6,39,Barrier,,,"The bottom of the culvert had been reinforced with concrete, likely to address holes noted in the previous assessment. A large pile of riprap was placed at the outlet, possibly to reduce the outlet drop, though its placement appeared unusual and could inhibit fish passage. The habitat was high quality, with a large pool just downstream of the culvert and abundant gravels suitable for spawning fish. MoTi chris_culvert_id: 1806163",pscis_phase2.xlsm,199190,MoTi chris_culvert_id: 1806163,,LS,199190
18,2024-10-07T00:00:00Z,199256,,LS,10,582279,5975090,Kenneth Creek,Highway 16,,MOTI,Closed Bottom Structure,Oval Culvert,5.5,30,No,,No,No,,1.5,0.7,2,No,1,19,0.5,No,No,Deep Fill,High,3.45,6,10,10,5,6,37,Barrier,,,"Large multi-plate oval culvert with a substantial 50m-wide outlet pool. The stream had high flow at the time of assessment. Culvert slope and outlet pool depth were estimated as the pool was too deep to wade. Deep pools over 1m, formed by functional large woody debris, provided good overwintering habitat for fish of all ages. Gravels suitable for spawning were present. Downstream of the culvert, the stream ran parallel to the highway with banks reinforced by riprap and large wood secured with metal wiring to create habitat and reduce flow. MoTi chris_hwy_structure_road_id: 3750",pscis_phase2.xlsm,199256,MoTi chris_hwy_structure_road_id: 3750,,LS,199256
19,2024-09-15T00:00:00Z,199173,,"LS, AI",10,398923,5996362,Tributary To Nechako River,Dog Creek Road,,MOTI,Closed Bottom Structure,Round Culvert,0.9,10,No,,No,No,,1,0.35,0.7,No,2.5,3,4,Yes,Yes,Deep Fill,Medium,3.33,0,10,10,5,6,31,Barrier,,,"The culvert had a moderate outlet drop with some erosion around the pipe at the outlet. The pipe was in good condition. The stream provided excellent habitat, with several pools and abundant undercut banks. Fish were observed during the assessment (~40–90mm in length). Upstream of the crossing, the stream was channelized with some pockets of gravel suitable for rearing rainbow trout and potentially Chinook. It then transitioned into beaver-impounded wetland areas storing large quantities of water, likely sustaining year-round stream flow at this crossing. There was extensive cattle trampling around the inlet of the pipe and throughout the surveyed upstream area. The crossing was located approximately 150m upstream from the Nechako River mainstem. MoTi chris_culvert_id: 1794340",pscis_phase2.xlsm,199173,MoTi chris_culvert_id: 1794340,,"LS,",199173
20,2024-10-04T00:00:00Z,199328,,AI,10,388380,5996779,Scotch Creek,Gala Bay Road,,MoTi,Closed Bottom Structure,Round Culvert,1.4,13,Yes,0.35,Yes,Yes,100,1.5,0,0.1,No,0.5,2,1.5,No,No,Deep Fill,Medium,1.43,0,0,0,0,6,6,Passable,,,"Two fully embedded PVC pipes, each 0.7m in diameter. One pipe was completely backwatered. Medium-value habitat was observed, with extensive gravels suitable for spawning upstream and downstream. A historic Chinook spawning point was recorded adjacent to the road. Habitat confirmations were conducted upstream, downstream, and above Stella Road.    MoTi chris_culvert_id: 1790947",pscis_phase2.xlsm,199328,MoTi chris_culvert_id: 1790947,,AI,199328
5,2024-10-09T00:00:00Z,4931,,LS,11,344707,5862849,Teepee Creek,Mount Tinsley Pit Road,,Carrier Lumber R13564,Closed Bottom Structure,Round Culvert,1.55,6,No,,No,No,,0.5,1.3,0.35,No,5,5.6,12,No,No,Shallow Fill,High,3.61,0,10,10,10,6,36,Barrier,,,"A significant outlet drop was present. The pipe was in good condition, but there was erosion under the outlet and on the road column on the outlet side. The stream provided high-quality habitat with known fish in the system, including a salmon point downstream. The gradient was steep at this crossing, but the downstream highway crossing had lower gradients with abundant gravels. The road was a small dirt road with minimal road fill, making replacement relatively straightforward.",pscis_reassessments.xlsm,4931,,,LS,4931
6,2024-10-09T00:00:00Z,7620,,LS,11,343425,5862437,Teepee Creek,Railway,,CN Rail,Closed Bottom Structure,Round Culvert,2.6,52,Yes,0.1,Yes,Yes,100,7,0,1,No,1.5,7.5,1,Yes,No,Deep Fill,Medium,2.88,6,5,0,5,6,22,Barrier,,,"Long culvert which passed under the CN railway and a dirt road. A beaver dam located 50m downstream of the outlet created a larger beaver pond which was backwatering the culvert . Below the beaver dam, the stream had low gradients and provided good fish habitat. A gate across the inlet functioned as a beaver grate. The stream was fenced perpendicular to the channel both upstream and downstream, likely for cattle management. Signs of cattle accessing the stream were observed near the outlet.",pscis_reassessments.xlsm,7620,,,LS,7620
