rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
,2023-09-10T00:00:00Z,,24716705,MW,10,422841,5993387,Moss Creek,Braeside Rd,,MOTI,Closed Bottom Structure,Round Culvert,1.6,18,No,,No,No,,2.5,0,0.2,No,1,2.2,1,Yes,No,Deep Fill,Low,,,Inlet almost completely blocked by debris and wood. Wetland upstream. Beaver dam blocking most of water just downstream of outlet pool.  Chinook observations noted downstream,,,,2023-09-10T13:01:50Z,MateoW,24716705
,2023-09-10T00:00:00Z,,15600122,MW,10,420920,5993688,Redmond Creek,Braeside Rd,,MOTI,Closed Bottom Structure,Round Culvert,1.5,30,No,,No,No,,6,0.5,1,No,2.5,1.9,3,No,No,Deep Fill,Low,,,"Big, deep outlet pool. Water is flowing from inlet under the pipe for ~10m and then entering pipe through small hole and then flowing in pipe to outlet. ",,,,2023-09-10T13:44:39Z,MateoW,15600122
,2023-09-10T00:00:00Z,,15600154,MW,10,416009,5993732,Trankle Creek,Braeside Rd,,MOTI,Closed Bottom Structure,Round Culvert,1,16,No,,No,No,,1,0,0,No,1,1,2,No,No,Deep Fill,Low,,,"Dewatered, no well defined stream channel. Agricultural fields on both sides. ",,,,2023-09-10T14:18:04Z,MateoW,15600154
,2023-09-10T00:00:00Z,,15600124,MW,10,419953,5995257,Redmond Creek,Walker Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,0.6,10,No,,No,No,,1,0.5,0.3,No,0,0.9,1,No,No,Deep Fill,Low,,,Very small channel. Agricultural fields upstream and downstream of crossing with no tree cover. ,,,,2023-09-10T14:39:14Z,MateoW,15600124
,2023-09-10T00:00:00Z,,15600486,MW,10,420111,5994723,Redmond Creek,Spur,,Unclassified,Other,Ford,30,15,No,,No,No,,,,,No,,,,No,No,,,,,NA,,,,2023-09-10T14:54:00Z,MateoW,15600486
,2023-09-10T00:00:00Z,,15600362,MW,10,449050,5977312,Tributary to Hulatt Creek,Barsness Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,0.8,9,No,,No,No,,0.5,0,0,No,1,0.8,1,No,No,Deep Fill,Low,,,Dewatered cow field upstream with no defined channel. Small channel downstream with no water. ,,,,2023-09-10T15:54:33Z,MateoW,15600362
,2023-09-11T00:00:00Z,,15600065,MW,10,441140,5989596,Knight Creek,Spur,,MOTI Local,Open Bottom Structure,Bridge,13,4.5,No,,No,No,,,,,No,,,,No,No,,,,,Restoration work conducted at this crossing. No flowing water at time of survey. Livestock field upstream. Goats seen trampling through stream channel.,,,,2023-09-11T09:59:33Z,MateoW,15600065
,2023-09-11T00:00:00Z,,15600434,MW,10,442800,5991029,Gilbert Creek,Gilbert Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,0.9,10,No,,No,No,,2,0,0,No,1.5,1.9,2.5,No,No,Deep Fill,Low,,,Landowner reports there hasn't been water in stream since the spring. ,,,,2023-09-11T10:18:36Z,MateoW,15600434
,2023-09-11T00:00:00Z,,15600431,MW,10,441794,5990161,Gilbert Creek,Sturgeon Point Rd,,MOTI,Closed Bottom Structure,Round Culvert,0.9,15,No,,No,No,,1,0.6,0.2,No,1,1.2,1,No,No,Deep Fill,Low,,,"Dewatered stream, small amount of water in outlet pool. Appears to be big outlet drop when the stream is flowing. No well defined channel upstream. Channel width and gradient estimated as areas immediately upstream and downstream are fenced off. ",,,,2023-09-11T10:37:09Z,MateoW,15600431
,2023-09-11T00:00:00Z,,15600311,MW,10,444371,5989869,Knight Creek,Bave Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,3,14,No,,No,No,,1.5,0.6,0,No,1.5,1.3,1,No,No,Deep Fill,Low,,,"Two pipes. Dewatered stream. Appears to be big outlet drop and deep outlet pool when stream was flowing in the past. Debris jam near outlet blocking channel. Grassy habitat upstream, with small channel. ",,,,2023-09-11T11:10:27Z,MateoW,15600311
,2023-09-11T00:00:00Z,,15600314,MW,10,446488,5982434,Leona Creek,Sackner Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,1.45,18,No,,No,No,,5,0,0,No,0,0.7,2,No,No,Deep Fill,Low,,,Dewatered stream. Very small channel upstream. Culvert was installed deep down into the valley. ,,,,2023-09-11T11:40:33Z,MateoW,15600314
,2023-09-11T00:00:00Z,,15600305,MW,10,442969,5985328,Leduc Creek,Sackner Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,1.4,30,No,,No,No,,4,0,0,No,0.5,1,1,No,No,Deep Fill,Low,,,Dewatered stream. Small channel downstream. Inlet side is fenced off by barb wire ,,,,2023-09-11T12:10:19Z,MateoW,15600305
,2023-09-11T00:00:00Z,,15600459,MW,10,433132,5991214,East Murray Creek,Strieger Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,3.6,16,No,,No,No,,0.5,0,0,No,1,2.6,0,No,No,Deep Fill,Low,,,Three pipes. Dewatered stream. Culverts look old and near end of life. Grassy channel going through agricultural field upstream. Big debris jam blocking inlet of middle culvert. ,,,,2023-09-11T12:39:13Z,MateoW,15600459
,2023-09-11T00:00:00Z,,15600182,MW,10,435117,5987010,Tributary to Nechako River,Sackner Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,1.2,30,No,,No,No,,9.9,1.2,1.6,No,1,1.3,3,No,No,Deep Fill,Low,,,Very big outlet drop and deep outlet pool. Trickle of water flowing through culvert. Dewatered downstream of outlet pool and dewatered upstream of culvert. Channel width taken upstream but channel is wider downstream of crossing. Culvert is warped and a little corroded. Definitely a barrier to fish passage even at higher flows.,,,,2023-09-11T13:09:19Z,MateoW,15600182
,2023-09-11T00:00:00Z,,15600158,MW,10,434160,5985531,Tributary to Nechako River,Chilco Ave,,Vanderhoof,Closed Bottom Structure,Round Culvert,0.8,16,No,,No,Yes,100,2,0,0,No,0,1.5,1,No,No,Deep Fill,Low,,,"Very small channel downstream, wider upstream. Small amount of flow, grassy wetland habitat. Not likely fish bearing stream section.",,,,2023-09-11T13:50:05Z,MateoW,15600158
,2023-09-11T00:00:00Z,,15605366,MW,10,434208,5985603,Tributary to Nechako River,Rail,,CN Rail,Closed Bottom Structure,Round Culvert,0.9,18,No,,No,Yes,100,2,0,0.5,No,0,1.3,0,No,No,Deep Fill,Low,,,Wetland downstream. No defined channel seen upstream.,,,,2023-09-11T13:56:33Z,MateoW,15605366
,2023-09-11T00:00:00Z,,15600490,MW,10,426233,5995486,Tributary to Clear Creek,Highway 27 S,,MOTI,Closed Bottom Structure,Round Culvert,0.9,20,No,,No,No,,3,0.9,0.5,No,4,1.1,3,No,No,Deep Fill,Medium,,,"Very big outlet drop. Small channel upstream, grassy habitat near crossing. Bigger channel downstream with much better looking habitat.  Chinook confirmed downstream on nearby Clear Creek.",,,,2023-09-11T15:41:05Z,MateoW,15600490
,2023-09-11T00:00:00Z,,15604176,MW,10,412266,6001835,Tributary to Nechako River,Spur,,Canfor R09185,Other,Ford,20,15,No,,No,No,,,,,No,,,,No,No,,,,,"Deactivated road. Old culverts seen in pictures, now a ford.",,,,2023-09-11T16:15:48Z,MateoW,15604176
,2023-09-11T00:00:00Z,,15603729,MW,10,403775,6000768,Nine Mile Creek,Dog Creek FSR,3.5,MOTI Unclassified,Closed Bottom Structure,Round Culvert,2.6,12,No,,No,No,,0.5,0,0.5,No,1,2.4,1,No,No,Deep Fill,High,,,Very nice stream with high habitat quality. Nice gravels and wide channel. Two pipes that look very old but still passable.  Confirmed RB in stream.,,,,2023-09-11T16:59:42Z,MateoW,15603729
,2023-09-11T00:00:00Z,,15600285,MW,10,403897,5998780,Nine Mile Creek,Settlement Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,3,9,No,,No,No,,0.5,0.5,2,No,1,3,2,Yes,No,Deep Fill,Medium,,,"Two pipes, both with similar outlet drops. Inlet side has extensive beaver activity. Dams are covering the inlet, culverts are not visible. Huge wetland upstream. Very big outlet pool, depth estimated. Needs to be replaced, or beaver activity managed. Habitat looks good downstream. High habitat value at crossing upstream. Confirmed RB in stream.",,,,2023-09-11T17:26:25Z,MateoW,15600285
,2023-09-12T00:00:00Z,,15600112,MW,10,426644,5985671,Goldie Creek,Highway 27 S,,MOTI,Closed Bottom Structure,Round Culvert,2.2,30,No,,No,Yes,100,4,0,0.5,No,1,2.2,1.5,No,No,Deep Fill,Low,,,Not a flowing stream. Horse field downstream. Fenced off on both sides of pipe. ,,,,2023-09-12T08:23:29Z,MateoW,15600112
,2023-09-12T00:00:00Z,,15600427,MW,10,424186,5985604,Goldie Creek,Highway 16 W,,MOTI,Closed Bottom Structure,Round Culvert,2,26,No,,No,No,,1,0,0.4,No,2,3.1,0.5,No,No,Deep Fill,Low,,,"Dewatered stream. Big wide outlet pool with some water in it, could be rainwater. Pipe very corroded on outlet side. Wide stream channel upstream with ok habitat. Grassy channel downstream.  ",,,,2023-09-12T08:55:03Z,MateoW,15600427
,2023-09-12T00:00:00Z,,15600478,MW,10,418610,5987801,Croft Creek,Landaluza Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,0.9,10,No,,No,No,,0.5,0,0,No,1,0.9,0,No,No,Deep Fill,Low,,,Wetland upstream and downstream. Culvert blocked with some debris and overgrown with vegetation. Probably hasn't been flow through pipe in a while.,,,,2023-09-12T09:26:55Z,MateoW,15600478
,2023-09-28T00:00:00Z,,5400446,AI,10,307446,6030655,Rentoul Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,2.25,22,No,,No,Yes,100,1,0,0.3,No,1.5,3.8,2,No,No,Deep Fill,High,,,Nice stream with good flow and abundant gravel throughout low gradients.  Adjacent property is northern wildlife design.  Crossing is currently 100% backwaters and passable to all life stages and species at these lower flow levels.                    ,,,,2023-09-28T12:01:27Z,newgraph_airvine,5400446
,2023-09-28T00:00:00Z,,5400442,AI,10,311759,6025526,Tributary to Endako River,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,7.1,24,No,,No,No,,1.8,0.85,1.3,No,2.5,10,1.5,No,No,Deep Fill,Medium,,," This is two 1.55 m pipes plus a 0.6 m overflow.  North large pipe has strange apron on inlet.  Stream is deeply insized (2.5 m deep) within agricultural field on downstream side.  No riparian for approximately 70 m downstream on right bank.  Stream is partially dewatered with stagnant pools throughout.  Forgie Creek dam,  owned by Hart George F/V B,  is upstream and may be influencing flow.  Channel is choked downstream with grasses in many places indicating flow is not occurring year around.           ",,,,2023-09-28T12:57:11Z,newgraph_airvine,5400442
,2023-09-28T00:00:00Z,,24707052,AI,10,311577,6025364,Tributary to Endako River ,West Decker Road,,MOTI,Closed Bottom Structure,Round Culvert,3.6,22.5,No,,No,No,,2,0,0.6,No,0,4,0.5,No,No,Deep Fill,Medium,,,"Was modelled as open bottom structure,  has now been changed to CBS.  Larger drainage with agricultural fields both upstream and downstream.  Heavily impacted riparian with primarily field on either side upstream and downstream.  Channel choked out with agronomic grasses.  Mostly dewatered except for intermittent stagnant pools.  Unassessed railway crossing downstream.          ",,,,2023-09-28T13:48:59Z,newgraph_airvine,24707052
,2023-09-28T00:00:00Z,,5400589,AI,10,311154,6025092,Tributary to Endako River ,West Decker Rd,,MOTI,Closed Bottom Structure,Round Culvert,1.7,21.5,No,,No,Yes,100,1,0,1,No,0,4.5,0,Yes,No,Deep Fill,Medium,,," Major beaver activity with inlet of pipe 3/4 blocked by mud.  0.6m overflow pipe also present.  Low gradient, willow dominated,  beaver influenced floodplain habitat upstream and downstream.  Pipe is back watered however, the inlet is blocked so fish passage was not happening at time of assessment.  Crossing on railway upstream, not yet assessed.                 ",,,,2023-09-28T14:10:33Z,newgraph_airvine,5400589
,2023-09-28T00:00:00Z,,5400159,AI,10,319797,6012952,Sauls Creek,Government Rd,,Burns Lake,Open Bottom Structure,Bridge,4,11,No,,No,No,,,,,No,,,,No,No,,,,,Dry channel.  Bridge.,,,,2023-09-28T14:56:53Z,,5400159
,2023-09-28T00:00:00Z,,5400179,AI,10,319471,6012988,Sauls Creek,Railway Avenue ,,Burns Lake,Closed Bottom Structure,Round Culvert,4.5,37.5,Yes,0.75,Yes,No,,1.5,0,0,No,0,2.8,0,Yes,No,Deep Fill,Medium,,,There are three 1.5m pipes located under Railway Avenue continuing all the way under the railway line.  Pipes are inbedded at or more than 50% of their depth.  Stream was dry at the time of assessment and scoured channels indicate a fairly small system.,,,,2023-09-28T15:25:25Z,,5400179
,2023-09-28T00:00:00Z,,5400450,MW,9,693922,6032097,Endako River,Highway 16 W,,MOTI,Closed Bottom Structure,Round Culvert,2.5,32,No,,No,No,,2,1,0.9,No,0,3.1,2,No,No,Deep Fill,High,,,"Moderate flow, wide stream with nice gravels upstream. Runs through rural area. Big outlet drop and deep pool. Erosion and embankment issues above culvert on outlet side. Rainbow confirmed downstream. ",,,,2023-09-28T11:36:12Z,MateoW,5400450
,2023-09-28T00:00:00Z,,5400448,MW,10,306137,6031749,Relief Creek,Highway 16 W,,MOTI,Closed Bottom Structure,Round Culvert,2.1,44,No,,No,Yes,25,4,0,0.5,No,3,2.4,3,No,Yes,Deep Fill,High,,,"Long pipe, no outlet drop but culvert is partially backwatered at outlet. Small fish spotted in outlet pool. Upstream goes into private land and is fenced off. ",,,,2023-09-28T12:13:13Z,MateoW,5400448
,2023-09-28T00:00:00Z,,5400445,MW,10,309133,6028926,Allen Creek,Highway 16 W,,MOTI,Closed Bottom Structure,Round Culvert,2.6,16,No,,No,No,,0.4,0,0,No,3,3.4,1,No,No,Deep Fill,Low,,,"Dewatered stream. Wide channel, private land on both sides. Culvert looks old and corroded, abundant fill in barrel. ",,,,2023-09-28T12:44:04Z,MateoW,5400445
,2023-09-28T00:00:00Z,,5400440,MW,10,313583,6022421,Powder House Creek,Highway 16 W,,MOTI,Closed Bottom Structure,Oval Culvert,2.3,20,No,,No,No,,1,0.2,0,Yes,5,3.5,4,No,No,Deep Fill,Low,,,"Dewatered stream. Small pool near outlet, probably from rain. Rainbow confirmed in past upstream. Two 3m falls upstream. Culvert is very old, corroded and has small holes in bottom. If stream was flowing water would run under pipe. ",,,,2023-09-28T13:18:49Z,MateoW,5400440
,2023-09-28T00:00:00Z,,5406295,MW,10,313514,6022401,Powder House Creek,Rail,,CN Rail,Closed Bottom Structure,Round Culvert,2.2,12,No,,No,No,,1.2,0.5,0,No,5,4.1,2,No,No,Deep Fill,Low,,,"Two pipes. Debris jam blocking majority of inlet on both pipes. Dewatered stream, wide channel. Moderate outlet drop on both culverts.",,,,2023-09-28T13:50:33Z,MateoW,5406295
,2023-09-28T00:00:00Z,,5400044,MW,10,316235,6018694,Decker Creek,Highway 16 W,,MOTI,Closed Bottom Structure,Round Culvert,2.6,32,No,,No,No,,1.3,0.6,0,No,2,4.3,4,No,No,Deep Fill,Low,,,"Dewatered stream at time of survey. Wide channel, abundant boulders downstream of crossing. Rainbow confirmed upstream in past. Culvert is old and corroded badly on outlet side. Stream most likely flows under culvert near outlet during high flow. ",,,,2023-09-28T14:15:04Z,MateoW,5400044
,2023-09-28T00:00:00Z,,5400227,MW,10,317315,6016973,Gauvin Creek,Highway 16 W,,MOTI,Closed Bottom Structure,Round Culvert,1.2,48,No,,No,No,,4,0.2,0,No,2,1.1,2,No,No,Deep Fill,Low,,,"Very long culvert length and high fill depth, two pipes. Mostly dewatered stream. Small pools upstream, stagnant water. Small, confined channel. Can't see the other end of pipe, culvert slope estimated. Might be some blockage or culvert is bent in middle. Unassessed railway crossing just downstream.",,,,2023-09-28T14:49:25Z,MateoW,5400227
,2023-09-28T00:00:00Z,,5400286,MW,10,320733,6009596,Guyishton Creek,Highway 35,,MOTI,Closed Bottom Structure,Oval Culvert,4,22,No,,No,No,,0.1,0.6,0.5,No,2,2.8,3,No,Yes,Deep Fill,High,,,"Small fry spotted in culvert and in outlet pool. Two pipes, both old and corroded. Small holes in both pipes causing some water to flow under pipe. Very low fill depth, culverts almost at highway. Near Burns Lake, in residential area. Habitat looks good upstream. RB and LSU upstream in Guyishton Lake. ",,,,2023-09-28T15:48:58Z,MateoW,5400286
,2023-09-28T00:00:00Z,,5400042,MW,10,322424,6011731,Wardrop Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,3.5,30,No,,No,No,,4,0,0,No,4,2.4,3,No,Yes,Deep Fill,High,,,"Culvert almost fully embedded except for small section at inlet side. Small fish seen in culvert and upstream of crossing. Moderate flow, wide channel. RB confirmed upstream in past. ",,,,2023-09-28T16:36:18Z,MateoW,5400042
,2023-09-28T00:00:00Z,,5400181,MW,10,321873,6012125,Wardrop Creek,Roumieu drive,,Burns Lake,Closed Bottom Structure,Round Culvert,0.8,28,No,,No,Yes,100,3,0,0.5,No,2,0.8,1,Yes,No,Deep Fill,Low,,,"Culvert is backwatered and fully submerged on inlet side.Outlet side barely visible. Wetland/grassy habitat upstream and downstream. Stagnant water present in pools, no flowing water. Assuming beaver activity due to beaver grate on intlet and beaver damn seen downstream in photos.  Silt fencing seen on downstream left bank and major erosion on downstream right bank, based on photos.",,,,2023-09-28T17:02:58Z,MateoW,5400181
,2023-09-29T00:00:00Z,,5400423,AI,10,327463,6011366,Stearns Creek,Tintagel Road,,MOTI,Closed Bottom Structure,Round Culvert,3.6,21.5,No,,No,Yes,60,1,0,0.1,No,1.5,5,1.5,No,No,Deep Fill,High,,," Two pipes at 1.8 m each,  north pipe slightly lower than south pipe at outlet.  Good side stream with great flow for this time of year on a dry year.  Abundant black algae on gravel and cobble substrate.  Very nice stream.  Appears to have decent riparian health adjacent to the crossing but riparian buffer to be enlarged particularly on upstream south side.           ",,,,2023-09-29T09:42:44Z,newgraph_airvine,5400423
,2023-09-29T00:00:00Z,,5400216,AI,10,341709,6003118,Tributary to Endako River,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.8,25,No,,Yes,No,,2,0,0.3,No,2,2.6,1,No,No,Deep Fill,Medium,,,Dry at time of survey.  Abundant gravels throughout.  Crossing on railway downstream still unassessed.  Modelled crossing below.  First 5 m of pipe is rusted through on the bottom side.  Deeply incised banks upstream indicate the stream has a lot of flow at sometimes in the year with a decent amount of power. 9m falls ~1km upstream.Upstream Co-op Lake stocked with KO from 2017-2023 and EB from 1963-2023.,,,,2023-09-29T10:56:54Z,newgraph_airvine,5400216
,2023-09-29T00:00:00Z,,5400024,AI,10,345676,6001245,Endako River ,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,12,35,No,,No,Yes,100,3,0,0.7,No,0.5,17,0,Yes,No,Deep Fill,High,,," Three 4 m diameter pipes.  All three pipes are 100% backwatered, but passable based on photos. Road prism and pipes appear to be in good condition.  Extensive beaver activity upstream and downstream.           ",,,,2023-09-29T11:35:39Z,newgraph_airvine,5400024
